"id","created_time","message","story"
"969","2016-09-22T03:25:16+0000","There are a lot of special women in my life, but Betty Crocker takes the cake.",""
"970","2016-06-24T13:27:54+0000","This vodka tastes a lot like I'm not going into work tomorrow.",""
"971","2015-09-26T10:20:41+0000","I was in the gifted program in school too! Though my school called it ""Secret Santa"".",""
"972","2016-07-12T01:06:20+0000","Each day is like a gift. A gift from someone who doesn't know your size and doesn't bother to include the receipt.",""
"973","2015-05-05T05:54:17+0000","It’s interesting how the ads on Youtube never have trouble buffering",""
"974","2015-05-02T11:13:46+0000","They say your memory is the first thing to... something...",""
"975","2013-12-01T05:24:12+0000","I liked dubstep when it was called starting your dial-up modem.",""
"976","2010-05-19T17:53:38+0000","Do dogs in Mexico speak Espaniel?",""
"977","2016-10-22T08:41:30+0000","The woman drowned her husband in the washing machine? I guess you could say she must have been quite... *puts on shades* agitated. YEEEEEEAAAAAAHHHH",""
"978","2010-08-03T14:36:05+0000","I left my cell phone at home. I feel so helpless. I've totally forgotten how we used to ignore people before these things.",""
"979","2013-10-05T12:37:04+0000","Spotify posts on Facebook have made it so much easier to decide what music I'm not going to listen to anymore.",""
"980","2015-06-14T05:06:55+0000","I tivo-ed the election. Nobody tell me who won.",""
"981","2013-05-01T08:44:27+0000","What if aliens only abduct crazy people, because nobody will ever believe them?",""
"982","2012-11-06T11:32:54+0000","The only way that raising children could be any harder is if they decided to unionize.",""
"983","2010-08-02T18:17:07+0000","My kids are crying while eating ice cream. It doesn't make sense. I think they're broken.",""
"984","2011-01-01T09:35:08+0000","If a car alarm blares for more than 9 seconds without a response, it should be perfectly legal to set the car on fire.",""
"985","2012-07-14T15:09:42+0000","Hello and welcome to DeVry orientation. Sign-in sheets are on the left, Steve is passing out your diplomas, thanks & congrats class of 1:47",""
"986","2012-11-11T05:38:13+0000","My autocorrect just changed ""meditate"" to ""medicate"". It knows me too well.",""
"987","2012-05-24T02:04:46+0000","If life is unfair to everyone, doesn't that make life fair?",""
"988","2015-07-06T22:39:56+0000","You will attract attention if wearing a skirt on a windy day. This is doubly true if you are a man.",""
"989","2013-07-25T07:28:38+0000","When I get bored I go to a car dealership and ask the salesman to lay in the trunk so I can ""see how many I'll be able to fit""",""
"990","2013-10-01T01:12:28+0000","There should be a video game called Class Warfare where billionaires have to defend their money bins from hordes of unemployed middle class.",""
"991","2016-05-05T20:40:20+0000","I remember when ""selfies"" were called ""nobody else wants to take my picture.""",""
"992","2016-07-21T14:23:01+0000","Strangers: ""Excuse me please."" Family: ""Hey move!"" Best friends: ""Get the f*** out of my way!""",""
"993","2010-08-19T03:23:21+0000","Do you ever get that feeling that you are being watched? Because if it is bothering you, I can stop.",""
"994","2015-01-24T05:03:14+0000","My kid asked me today when her boobs would come in. I told her with her genes it'll be when she has $5000.",""
"995","2012-06-06T17:27:02+0000","Finding a whole worm in your apple isn't as bad as finding half of one.",""
"996","2011-04-03T13:51:24+0000","I went line dancing last night. Well it was a roadside sobriety test, same thing.",""
"997","2010-02-10T19:12:14+0000","send that bitch a smiley face...Bitches love smiley faces.",""
"998","2014-10-20T22:03:26+0000","If Barbie is so popular, why do you have to buy her friends?",""
"999","2014-10-04T18:45:36+0000","4 out of 5 Dentists Agree: That fifth dentist? Kind of a jerk.",""
"1000","2011-09-20T08:14:56+0000","Punctuality is a waste of time since no one is ever there to appreciate it.",""
"1001","2010-09-10T03:49:34+0000","Question: What is the fear of chainsaws called? Answer: Common sense",""
"1002","2016-04-07T00:54:09+0000","“Don’t ask me again” is my favorite computer button that I wish was also a real life button.",""
"1003","2015-06-27T08:20:14+0000","Just in case this flu does me in, I told the wife to tell each of the kids that I've always loved the other one more.",""
"1004","2015-04-22T09:06:47+0000","If each day is a gift, I would like to know where I can return Mondays.",""
"1005","2010-12-19T10:11:44+0000","When my kid loses a tooth, I’m telling him the tooth fairy charges a $5 disposal fee.",""
"1006","2011-02-09T22:26:30+0000","Anyone else sit on the toilet and play with their phone until you realized you have been finished 10 minutes ago?",""
"1007","2012-01-19T01:01:05+0000","If cats had wings, they would still just lay there.",""
"1008","2013-07-02T00:22:40+0000","If swimming is such great cardio, explain manatees.",""
"1009","2010-12-08T22:06:18+0000","I find the best way to get rid of headaches is to send them either to their rooms or outside to play.",""
"1010","2014-01-25T05:37:41+0000","The male version of a tramp stamp should be called a douche tag.",""
"1011","2016-01-26T21:35:47+0000","Chasing the American Dream does not count as exercise.",""
"1012","2015-03-01T05:18:51+0000","I wonder if Flo from the Progressive commercials has a nephew. If she does, I feel kind of bad for him. I mean, its gotta be a little awkward telling his friends that his Aunt Flo is coming to town.",""
"1013","2014-01-07T02:00:32+0000","Don’t you wish some people would start using a glue stick instead of lipstick?",""
"1014","2010-09-15T10:34:32+0000","Yesterday I had to screw in a light bulb. Later, I crossed a road and walked into a bar. My life is a joke.",""
"1015","2016-10-15T00:50:04+0000","Deleting your Facebook is just like running away from home. Your're just doing it for attention and you'll be back in an hour or so.",""
"1016","2011-10-20T19:18:08+0000","I call smoking sections Coughy Shops.",""
"1017","2013-07-03T13:27:24+0000","I am not sure NSFW should apply here, because I am not convinced anyone on twitter actually works.",""
"1018","2010-12-05T19:33:46+0000","The sick bastard who put the ‘D’ in Wednesday must be the same genius who put the ‘R’ in February.",""
"1019","2016-09-05T14:21:00+0000","I'm going to buy a new dictionary. After watching Final Destination 5, I clearly don't understand the meaning of Final.",""
"1020","2015-09-07T02:40:48+0000","An infinite number of mathematicians walk into a bar. The first orders a beer, the second orders half a beer, the third orders a quarter of a beer, and so on. … After the seventh order, the bartender pours two beers and says, “You fellas ought to know your limits.",""
"1021","2010-03-19T07:23:19+0000","Charles Manson is engaged to be married at the age of 80. Think they're registered at Blood Bath & Beyond?",""
"1022","2013-01-18T17:00:54+0000","I like to read magazines about parenting. That way, I can learn all the things my parents did wrong when they raised me, and I can go back to them and say ""See? This is the reason I am like I am.""",""
"1023","2015-05-27T01:13:22+0000","With all the technology today, how is it possible that the ""mullets make you look like a total tool"" message has not made it to all people?",""
"1024","2014-11-22T08:03:02+0000","Just painted a blue square in my yard to trick people viewing Google Earth into thinking I have a swimming pool!",""
"1025","2013-03-18T12:01:54+0000","When are they going to air the commercial where the recipient of a car in a giant ribbon says, ""A LEXUS! We can’t afford this, you idiot!""?",""
"1026","2013-02-14T22:45:44+0000","Marriage Tip: When your wife says ""Do things to surprise me"" she doesn't mean fill her purse with salsa and chips.",""
"1027","2016-07-20T20:25:04+0000","I never make plans until I know how I am getting out of them.",""
"1028","2015-08-12T18:29:54+0000","Going back onto work for the first time after vacation is like running into someone you once knew who you never really liked anyway.",""
"1029","2015-12-17T21:29:26+0000","I don’t have a problem with friends who ask to borrow money. I love a good laugh as much as the next guy.",""
"1030","2016-03-06T14:43:07+0000","I donate blood 5 times a year just so I'm less and less related to some of my relatives.",""
"1031","2014-11-16T03:13:48+0000","I don't dance anymore because the last time I did it they thought I was having a seizure, and called the paramedics.",""
"1032","2015-07-10T22:12:17+0000","I'm a multi-tasking procrastinator. I can put off all kinds of things all at once.",""
"1033","2015-09-05T10:35:20+0000","Just saw ""The Lorax."" Weird how they got Snooki to grow a moustache!",""
"1034","2010-04-09T14:57:22+0000","Last night I saw a snuggie commercial, I thought it was a stupid idea, but I couldn't change the channel because I was under a blanket and I didn't want my arms to get cold",""
"1035","2013-01-02T23:08:10+0000","I have a friend who is a Jehovah's Witness. He tried to tell me a knock knock joke and got all pissed off when I ignored him.",""
"1036","2015-05-05T04:53:32+0000","I’m always frank with my sexual partners. Don’t want them knowing my real name.",""
"1037","2013-01-07T14:59:14+0000","Fun thing to do: Go to a parking lot and put sticky notes on peoples cars saying ""sorry for the damage"" and watch them look for it.",""
"1038","2011-09-11T19:53:40+0000","A bartender is just a pharmacist with a limited inventory.",""
"1039","2012-06-14T17:39:59+0000","There’s no excuse for laziness.. but if you find one, let me know.",""
"1040","2010-09-06T02:54:51+0000","Well, I've officially entered the, ""Why did I come into this room?"" phase of my life.",""
"1041","2016-07-06T10:36:49+0000","When I really need a good laugh, I just imagine Edward Scissorhands attempting to eat crab legs.",""
"1042","2016-07-21T17:20:34+0000","Why does 'beans' only mean secret when it's ""Don't spill the beans?"" Why can't I say I have a dirty little beans to tell you?",""
"1043","2016-12-11T21:21:20+0000","Tried explaining Twitter to my dad, but his ""why would you want to do that?"" argument was pretty bulletproof.",""
"1044","2010-06-05T03:59:04+0000","I used to have a fear of hurdles, but I got over it.",""
"1045","2011-08-19T03:49:59+0000","OK. Who decided to call it ""possession of marijuana"" and not ""joint custody""?",""
"1046","2016-01-10T12:55:55+0000","That awkward moment when you realize, that adding ""that awkward moment when you realize"" before a random statement doesn't make you seem any more clever, witty, or profound.",""
"1047","2011-11-11T14:06:54+0000","A pessimist gets nothing but pleasant surprises.",""
"1048","2016-10-24T12:32:04+0000","My boss is an inspiration that one day someone as lazy as me can be in charge.",""
"1049","2013-05-21T02:43:00+0000","Just saw a guy using a payphone. I can only assume he’s being told where to deliver the ransom money.",""
"1050","2015-06-21T08:35:53+0000","A week is five days of wishing you had nothing to do followed by two days of wishing you had something to do.",""
"1051","2015-10-19T14:19:02+0000","A police officer came up to me yesterday and said, ""Where were you between four and six?"" I said, ""Kindergarten.""",""
"1052","2011-05-13T20:23:25+0000","Sylvester Stallone is looking more and more like a G.I. Joe action figure that has been put in the microwave on high for 20 minutes.",""
"1053","2014-04-15T13:18:06+0000","Is horsepower really still the best measure we have for how good cars are?",""
"1054","2013-01-14T00:00:17+0000","By a show of hands, how many people enjoy shadow puppets?",""
"1055","2013-01-14T07:30:17+0000","Circles are completely pointless.",""
"1056","2011-07-17T21:39:44+0000","Taking back your ex is like buying your crap back from your own garage sale",""
"1057","2013-11-01T02:50:52+0000","Pandas are Black, White AND Asian.",""
"1058","2014-09-03T23:31:03+0000","I don't believe in beating my children. I send them to school with Justin Beiber t-shirts on and let the other kids do it for me.",""
"1059","2011-02-21T10:08:42+0000","It’s not really drinking alone if the dog is home.",""
"1060","2011-07-12T09:42:24+0000","They should have cell phone chargers in waiting rooms instead of magazines.",""
"1061","2013-09-02T16:15:18+0000","For Halloween I'm going to write ""Life"" on a plain white T-shirt and hand out lemons to strangers.",""
"1062","2014-09-13T04:09:06+0000","I just want to be rich enough to be referred to as eccentric instead of crazy.",""
"1063","2011-07-27T04:28:11+0000","If I owned a copy store I would only hire identical twins.",""
"1064","2014-02-06T19:55:31+0000","I need a ""previously on your life"" recap for the things I didn't pay attention to, that turned out to be major plot turning points....",""
"1065","2014-09-12T22:10:33+0000","In America anyone can become president. That’s the problem.",""
"1066","2015-04-13T20:13:05+0000","Been reading up on the thesaurus lately because a mind is a terrible thing to garbage",""
"1067","2014-05-14T02:48:18+0000","I just poured superglue into a non-stick pan.Somebody is going to be wrong.",""
"1068","2012-11-11T21:43:37+0000","My family's Coat of Arms ties at the back.",""
"1069","2013-01-09T23:40:18+0000","When I find out that my friends have diarrhea, I tickle them.",""
"1070","2010-01-16T22:29:30+0000","Thinking no one is home, a robber breaks into a house, finding the owners in bed watching TV. ""What's your name?"" he says menacingly to the wife at gunpoint. E-E-Elizabeth,"" she says. This is your lucky day,he says. I can't shoot anyone named Elizabeth, that was my mom's name. He turns to the husband. What's your name? My name's Harry, but everyone calls me Elizabeth.",""
"1071","2012-02-23T11:13:15+0000","Life tip #6: Don’t try to rollerblade on a treadmill. Trust me on this one.",""
"1072","2012-02-12T16:14:55+0000","Hello? HP? I’d like to make a return. I ordered a Laser Jet but you sent me a printer.",""
"1073","2012-08-04T10:50:34+0000","Nothing like someone posting a 7th grade photo of you on Facebook to bruise your ego.",""
"1074","2013-07-19T02:26:34+0000","The Swiss must've been pretty confident in their chances of victory if they included a corkscrew in their army knife.",""
"1075","2015-07-08T11:47:42+0000","If time is money, then are ATM's time machines?",""
"1076","2014-06-10T00:53:50+0000","When it comes time for me to be reincarnated, I hope they forget all those times I wished I were a fly on the wall.",""
"1077","2016-12-27T07:48:36+0000","Whatever you do, always give 100%... unless you're donating blood",""
"1078","2010-04-07T01:06:59+0000","How’s your day going? Here’s a good way to tell: Is it “already” 2:00pm or “only” 2:00pm?",""
"1079","2014-07-04T14:15:46+0000","95% of all Fords sold in the last 20 years are still on the road today. The other 5% actually made it home.",""
"1080","2013-12-13T19:24:38+0000","This is the third time someone in Liam Neeson’s family has been abducted, they really need to stop leaving the house.",""
"1081","2011-12-17T13:46:46+0000","I wish my wallet came with free refills.",""
"1082","2013-02-27T07:10:05+0000","It's nice that my vacuum has a headlight just in case I want to clean in the dark or wake my dog up thinking he's getting hit by a train.",""
"1083","2016-07-14T16:18:57+0000","If you're walking on sunshine, please adjust your dosage accordingly",""
"1084","2015-11-11T00:40:43+0000","Sometimes I like to go to the hardware store and run around with a screwdriver shouting, ""Ladies and gentlemen, this is not a drill!""",""
"1085","2016-05-11T16:13:31+0000","When a cashier asks if you have a loyalty card just sigh and say, ""My wife took everything when she left""",""
"1086","2011-10-06T13:46:09+0000","The last day of the olympics should be all the gold medalists playing dodgeball until we have one ultimate champion.",""
"1087","2010-12-26T08:56:14+0000","My screensaver is a screenshot of a bunch of spreadsheets so my boss doesn’t notice when I haven’t moved my mouse in an hour.",""
"1088","2011-11-10T12:21:21+0000","My boss is an inspiration that one day someone as lazy as me can be in charge.",""
"1089","2012-03-11T03:29:12+0000","A bee will knowingly risk its own life just to cause you a little pain. I can totally relate to that feeling.",""
"1090","2010-12-25T06:58:30+0000","Another World's Oldest Man has died. This is beginning to look suspicious.",""
"1091","2012-05-18T07:54:42+0000","Why rappers haven't done a song over the beat a car alarm plays is beyond me.",""
"1092","2011-04-16T17:00:37+0000","I love deadlines. I like the whooshing sound they make as they fly by.",""
"1093","2014-11-26T09:23:57+0000","Everyone suffering from diseases and natural disasters: hang in there, we're liking Facebook posts as fast as we can.",""
"1094","2010-02-26T21:12:59+0000","Having one child makes you a parent. Having two makes you a referee.",""
"1095","2012-09-08T19:47:03+0000","Whoever snuck the s in “fast food” is a clever person.",""
"1096","2015-11-04T16:35:05+0000","Hate mopping? Get a dog and sprinkle parmesan cheese on your floors.",""
"1097","2013-07-27T08:31:27+0000","What happened to all the Sour Patch parents?",""
"1098","2010-08-04T08:12:26+0000","If history repeats itself then I am SO getting a dinosaur.",""
"1099","2010-04-06T04:45:28+0000","It really bothers me when people use song lyrics as their status... It makes me wanna SHOUT!!! SHOUT!!! let it all out... These are the things I can do without, so come on... I'm talking to you, so come on!!!",""
"1100","2011-07-03T11:28:09+0000","If Ray Parker, Jr. ""ain't afraid of no ghost,"" then why does he recommend calling Ghostbusters the minute anything goes down?",""
"1101","2013-11-17T06:41:17+0000","Why is it that I only ever seem to run over cats that are on their last life?",""
"1102","2016-05-21T17:00:05+0000","My girlfriend said she's ready to walk down the aisle. So I sent her grocery shopping.",""
"1103","2015-10-27T19:27:02+0000","The present-day leading cause of cancer is WebMD's symptom checker.",""
"1104","2012-04-21T01:47:40+0000","Believe in reincarnation? When you die, don't put RIP on your gravestone, put BRB.",""
"1105","2011-02-10T18:33:59+0000","Feel free to use the ""or less"" feature of your 140 characters.",""
"1106","2013-08-12T07:09:16+0000","I feel like I'm disappointing Bear Grylls every time I flush the toilet.",""
"1107","2011-03-07T14:10:48+0000","Santa has elves. America has China.",""
"1108","2013-11-16T08:05:45+0000","My Grandma would be pissed if she found out how many times she's died so I could get out of having to go somewhere.",""
"1109","2013-01-15T00:01:44+0000","My mother always told me as a child that I should always treat other people how I would like to be treated. Now as an adult I’m facing sexual harassment charges. Gee, Thanks mom!",""
"1110","2014-03-23T03:30:04+0000","My wife found out that I was cheating. How? She found the letters I'd been hiding. She got real mad and said she'd never play Scrabble with me ever again.",""
"1111","2015-10-11T16:26:39+0000","I fart because it's the only gas I can afford.",""
"1112","2010-05-08T17:58:23+0000","Anyone else notice that Disney made Hercules a ginger so that he could swim in the soul sucking river of Styx without dying?",""
"1113","2016-02-04T10:00:31+0000","If you can't handle me at my worst, then that sucks because that's all there is to me.",""
"1114","2012-12-16T07:23:34+0000","Remember the good old days when LOL meant ""Laugh out loud"" and not ""I can't think of a good reply""?",""
"1115","2010-07-17T07:49:49+0000","I'm excited I won as well but let's not go overboard here, computer solitaire.",""
"1116","2016-05-01T08:38:04+0000","If steroids are illegal for athletes, shouldn't photo shop be illegal for models?",""
"1117","2010-06-25T19:19:51+0000","Cat hair is lonely people glitter.",""
"1118","2015-10-23T14:17:20+0000","I wonder if the Three Wise Men said to Jesus, ""Just to be clear, these gifts are for your birthday AND Christmas.""",""
"1119","2015-03-07T19:14:54+0000","That message felt like a great idea until I hit send.",""
"1120","2015-09-20T00:17:31+0000","I wish I could google things in my fridge so that I wouldn't have to go downstairs and be disappointed.",""
"1121","2016-12-11T17:03:19+0000","Does this red Solo cup full of beer make me look frat?",""
"1122","2016-03-05T04:53:55+0000","Why is it that when there are a million interesting places on Google Earth, the first thing people do is look for their house?",""
"1123","2011-01-13T04:19:36+0000","If at first you do succeed, try not to look too surprised.",""
"1124","2011-06-26T07:28:45+0000","Last night we were in bed and I asked my wife ""What would you like to do to my body more than anything else?"" She said ""Identify it.""",""
"1125","2012-03-15T09:28:23+0000","My resume is really just a list of all the things I never want to do again.",""
"1126","2011-10-12T02:09:04+0000","Success is 1% inspiration, 98% perspiration and 2% attention to detail.",""
"1127","2010-08-11T19:01:43+0000","Love is like Wi-Fi, you can’t see it, but you know when you’ve lost it.",""
"1128","2015-02-25T09:07:05+0000","I'm going to buy a bunch of hermit crabs and make them live together, so when people say ""are those hermit crabs?"" I can say ""not any more, they're mingling crabs""",""
"1129","2012-01-20T07:44:00+0000","Gas prices aren't really that bad when you remember that you're essentially buying badass dinosaurs in liquid form.",""
"1130","2014-03-06T11:34:00+0000","I wish juice boxes were more socially acceptable.",""
"1131","2016-05-10T05:24:22+0000","I put a bumper sticker that says ""Honk if You Think I'm Sexy"" on my car. Then I wait at green lights until I feel better about myself.",""
"1132","2012-10-10T05:56:11+0000","If you put Root Beer in a square glass do you get Beer?",""
"1133","2014-04-01T22:17:09+0000","How did Ariel learn how to walk so fast? Takes most people like a year to learn.",""
"1134","2010-02-26T18:16:53+0000","Snooki just wrote another book, which is an amazing accomplishment considering she's still trying to learn how to read her first one.",""
"1135","2016-12-08T08:35:57+0000","When you're wrapping presents and you run out of paper, if you don't use the left over tube as a weapon, you're doing it wrong.",""
"1136","2011-09-04T00:14:21+0000","I miss my ex a lot... but my aim is getting better.",""
"1137","2016-07-08T21:12:41+0000","Jehovah's witnesses don't celebrate Halloween. I guess they don't appreciate random people coming up to their doors..",""
"1138","2015-07-24T02:45:01+0000","Why rappers haven't done a song over the beat a car alarm plays is beyond me.",""
"1139","2016-05-04T00:29:35+0000","You never really miss a person, until you let them go.",""
"1140","2014-08-01T03:39:26+0000","My favorite Transformer is Amazon Prime.",""
"1141","2012-04-10T21:05:18+0000","We could end world hunger with the amount of crumbs that come from Nature Valley Bars.",""
"1142","2014-05-26T11:49:16+0000","I don't think I drink too much! but last time I gave a urine sample it had an olive in it.",""
"1143","2016-07-25T15:21:40+0000","Finally, my winter fat is gone, now all I have are spring rolls.",""
"1144","2012-01-08T22:32:33+0000","If ""The Shining"" came out today, it would be two hours of Jack Nicholson browsing the internet.",""
"1145","2015-08-23T13:32:21+0000","I wish I was as skinny as I was the first time I thought I was fat.",""
"1146","2010-04-23T18:07:34+0000","Back in my dating days I was like the Yellow Pages, “Let your fingers do the walking.”",""
"1147","2013-08-22T06:56:11+0000","Wondering how many of your followers are jerks? Just post something with a typo. That's like their mating call.",""
"1148","2014-09-02T18:33:13+0000","It's hard to trust people. Even the blind prefer to be guided by dogs.",""
"1149","2014-05-24T07:35:51+0000","I got kicked out of my Community Theater group when the director asked to see me limp. How was I to know he was talking about walking?",""
"1150","2012-02-01T14:50:34+0000","Apple’s iPhone is the reason I didn’t feel the need to carry around a watch anymore. Now they want me to buy a watch.",""
"1151","2014-01-12T01:36:38+0000","How do they even grow a boneless chicken?",""
"1152","2012-07-05T08:23:43+0000","Tattoo artists should have built-in spell check.",""
"1153","2012-05-09T21:39:43+0000","Keep the dream alive! Hit the snooze button.",""
"1154","2013-07-18T21:54:04+0000","Be a pessimist, you're always either right or pleasantly surprised.",""
"1155","2015-03-22T01:46:34+0000","Math puns are the first sine of madness.",""
"1156","2012-01-22T16:22:50+0000","I'm somewhere in between the kind of person my dog thinks I am & the kind my ex's friends think I am.",""
"1157","2012-01-09T20:33:29+0000","If at first you don't succeed, destroy any evidence that you ever tried.",""
"1158","2012-04-16T06:35:59+0000","I like to say my kid handles funds for a multi-billion dollar corporation. It's easier than saying he is a cashier at McDonald's",""
"1159","2015-09-16T09:42:38+0000","Face your problems, don't FACEBOOK your problems.",""
"1160","2013-02-26T10:40:41+0000","Words with Friends would be more accurate if it was called Scrabble with a bunch of cheaters.",""
"1161","2016-07-17T12:56:37+0000","I'm against picketing but I don't know how to show it.",""
"1162","2011-03-23T18:38:04+0000","If life is unfair to everyone, doesn't that make life fair?",""
"1163","2011-03-23T13:32:30+0000","Upset? Just imagine a t-rex trying to make a bed.",""
"1164","2012-10-14T12:41:49+0000","I'm not saying that Demi Moore is too thin, but Victoria Beckham begged her to eat an M&M.",""
"1165","2012-07-17T13:44:48+0000","If Justin Beiber and Rebecca Black were drowning and you could only save one, would you go to lunch or read the paper?",""
"1166","2014-07-18T20:01:50+0000","I'm pretty sure Darius Rucker stated his solo country career just so people would stop calling him ""Hootie""",""
"1167","2013-06-04T20:11:49+0000","I don't understand banks. How they have chains on their pens, I'm trusting them with money so why don't they trust me with pens?",""
"1168","2015-01-21T11:23:47+0000","Hundreds of kids are shipped off to Mime Boarding School every year, never to be heard from again.",""
"1169","2016-05-02T23:53:22+0000","I feel bad for lions at zoo. How would you feel if a bunch of pizzas came to your house, took your picture, and you couldn't even eat them?",""
"1170","2010-05-08T03:02:16+0000","My kid: Why did the Tooth Fairy write me a check? Me: I don't know but she needs you to hold on to it until the 1st of the month.",""
"1171","2015-01-11T00:01:10+0000","Why do people put designs on toilet paper. its not like someones going to wipe their butt & be like"" oh my god a flower""",""
"1172","2016-09-05T19:21:09+0000","Parents, give your child a normal name. No one wants to hire someone with a name that sounds like a Harry Potter spell.",""
"1173","2011-04-06T23:08:35+0000","Eating 4 cans of alphabet soup will give you a giant vowel movement.",""
"1174","2016-02-27T17:27:44+0000","The problem with chasing dreams is you have to wake up and get out of bed to catch them.",""
"1175","2016-10-05T08:35:31+0000","I never thought I would be one of those people to get into eating healthy and working out everyday. I was right.",""
"1176","2012-05-17T21:55:38+0000","If my body worked like a car, I'm sure the ""check liver"" light would be on.",""
"1177","2012-10-24T13:05:29+0000","If Wyle E Coyote had enough cash to buy all that ACME crap why didnt he just buy dinner?",""
"1178","2013-10-13T23:20:25+0000","Never make an arm wrestle bet with a man who has been single for longer than 6 months.",""
"1179","2011-11-08T19:17:05+0000","Wear jeans every day and nobody cares. Wear a shirt twice in a row and you're suddenly homeless in the eyes of everyone.",""
"1180","2011-02-08T12:07:56+0000","My favorite part about Halloween is seeing all the confused Jehovah's Witnesses wandering around, wondering why they've been given lolly pops.",""
"1181","2011-08-13T10:34:07+0000","11 cheers for binary!",""
"1182","2012-04-13T14:44:03+0000","Should hallways in mental institutes be called psycho-paths?",""
"1183","2014-05-04T22:43:47+0000","Me: Yes, 911? My wife is going into labor, what do I do? 911: Relax sir, is this her first child? Me: No, this is her husband.",""
"1184","2010-08-06T20:05:05+0000","When god closes the door he opens a window. when my boss closes the door I crap my pants.",""
"1185","2016-10-01T12:23:06+0000","I always close my eyes when I kiss a woman. Experience tells me that if my eyes are open, I get a lot more pepper spray in them.",""
"1186","2011-11-05T02:10:50+0000","I once dated an amputee. She single-handedly changed my life.",""
"1187","2011-02-16T11:23:44+0000","Alcohol - The best night time: slurring, headache, dehydration, drink spilling, charm killing, so you think you can dance ""medicine""",""
"1188","2016-03-19T09:21:59+0000","I went to the bookstore the other day to buy a ""Where's Waldo"" book, but I couldn't find one anywhere. Well played Waldo, well played.",""
"1189","2012-08-27T18:34:31+0000","The pollen is so bad this year that the trailer park people are changing crystal meth back into Sudafed.",""
"1190","2012-09-25T06:36:11+0000","Can we go back to using Facebook for what it was originally for – looking up exes to see how fat they got?",""
"1191","2012-05-15T01:33:53+0000","Axe body spray is like the mosquito repellent for humans",""
"1192","2015-09-22T10:18:18+0000","""Let them discover the kind of doctors that their system will now produce. Let them discover, in their operating rooms and hospital wards, that it is not safe to place their lives in the hands of a man whose life they have throttled. It is not safe, if he is the sort of man who resents it—and still less safe, if he is the sort who doesn't."" | S3C1 Atlas Shrugged",""
"1193","2012-11-13T13:35:06+0000","Photoshop has made online dating like eating at Denny's: what you order bears no resemblance to what the photo looked like on the menu.",""
"1194","2010-09-15T05:06:56+0000","Success is 1% inspiration, 98% perspiration and 2% attention to detail.",""
"1195","2012-10-07T04:07:25+0000","""We'll just agree to disagree"" translates directly to ""You couldn't be more freaking wrong but I'm over this argument.""",""
"1196","2014-03-11T18:24:15+0000","You add about as much value as the ""g"" in lasagna.",""
"1197","2011-05-17T08:30:43+0000","I want to ki██ you. (options may vary)",""
"1198","2013-03-24T13:19:49+0000","I wonder how many of those drug-sniffing dogs have to go to rehab.",""
"1199","2013-05-18T23:48:33+0000","Why has no one invented a button next to snooze which emails your boss to say you're gonna be late?",""
"1200","2012-06-10T23:43:45+0000","Instead of saying YOLO recklessly, people should say it when they do something really safe. For instance, ""Looked both ways before crossing the street #YOLO""",""
"1201","2016-09-04T06:43:43+0000","I wonder if the Three Wise Men said to Jesus, ""Just to be clear, these gifts are for your birthday AND Christmas.""",""
"1202","2012-10-05T10:51:31+0000","I was bringing Sexie back but I lost the receipt so I only got a store credit.",""
"1203","2010-12-15T11:51:25+0000","Just bought a car with the money from my swear jar.",""
"1204","2013-07-01T18:24:31+0000","If weed becomes legal, I cant wait to see the commercials.",""
"1205","2011-05-01T04:39:05+0000","My boss is one in a million. I'm just hoping this lightning storm thinks so too...",""
"1206","2010-09-25T09:09:54+0000","I'm completely outraged over the latest thing in the news that'll blow over in 3 days and we'll all forget even happened in a month.",""
"1207","2010-08-23T04:23:39+0000","Let's all pause for a moment of silence for all of those people stuck in traffic going to the gym to ride a stationary bicycle.",""
"1208","2010-02-07T11:08:33+0000","Dear Algebra, Stop asking us to find your X. She's not coming back.",""
"1209","2013-07-05T23:44:32+0000","Some day you'll go far. And with any luck, you'll stay there.",""
"1210","2016-06-01T01:36:05+0000","Imagine how short church would be if Busta Rhymes was the preacher",""
"1211","2011-08-13T04:28:34+0000","The internet is full of cats because dog people actually go outside.",""
"1212","2013-10-23T19:33:06+0000","SMH @ the shake weight having a 4 out of 5 star rating on Amazon. SMH @ me for knowing that....",""
"1213","2016-12-19T16:59:15+0000","If history repeats itself then I am SO getting a dinosaur.",""
"1214","2013-01-20T15:58:49+0000","The best thing about being single is sleeping around. You can sleep all over that lonely bed of yours. Left, right, middle, whatever...",""
"1215","2013-08-11T20:15:00+0000","Is there any way I can tell my bro he told a cool story without sounding sarcastic?",""
"1216","2015-04-17T21:15:13+0000","Autocorrect has been around for centuries. I got mine when I married my wife.",""
"1217","2012-04-07T01:08:56+0000","I want a land line just so that I still have the option to slam the phone down when I angrily hang up on someone.",""
"1218","2015-05-24T02:28:48+0000","I was a pretty disappointed as a kid when I found out that ""debut"" was not pronounced the way it's spelled.",""
"1219","2012-05-03T05:40:09+0000","I have a fear of speed bumps, but I'm slowly getting over it.",""
"1220","2014-10-06T17:36:44+0000","Congrats on your secret admirer! It must be nice having someone who's ashamed to admit they like you!",""
"1221","2015-08-25T04:45:09+0000","To this day, the boy that used to bully me at school still takes my lunch money. On the plus side, he makes a great Subway sandwich.",""
